4.95955705829, 3.36643118392, negative
2.46611347885, 4.1088948397, negative
3.70623312432, 3.4489462796, negative
5.53649360979, 4.49816814883, negative
5.94687760608, 10.0497824919, negative
5.45798870453, 5.83289259159, negative
4.84045032776, 5.897882389, negative
1.71850181382, 2.10018032419, negative
3.51071827289, 4.93667056019, negative
2.66250184155, 6.52651502831, negative
4.31770061805, 4.50586939756, negative
4.39859612751, 5.48875764834, negative
2.4540205564, 0.0273749817363, negative
4.5791172801, 3.93124860085, negative
5.4963640099, 6.25371166902, negative
2.75222462081, 5.50396250701, negative
5.52893613817, 6.64632187339, negative
1.28615332025, 2.33545368492, negative
3.19688054129, 2.65514921852, negative
3.13038416413, 4.85487381669, negative
4.10338763587, 6.80231853233, negative
4.07797092879, 4.76650187586, negative
4.63027722982, 5.37424656691, negative
2.8262071776, 2.51547337302, negative
5.92302809601, 5.7896990041, negative
3.97861448249, 4.01532734022, negative
1.80091480019, 4.87059162321, negative
4.97978181225, 5.74594421737, negative
3.40258183906, 6.6358795739, negative
5.46373028887, 5.59507546725, negative
2.44882980352, 2.84796687885, negative
3.2358923619, 4.97518894412, negative
4.46543378605, 6.65619283754, negative
5.20172310123, 3.47634962917, negative
4.21098820596, 5.45802071422, negative
2.88839835023, 4.5246664323, negative
5.47778927684, 3.7276345333, negative
3.20426592587, 5.24450788083, negative
2.07399157979, 3.24381958458, negative
1.79131679862, 7.33986190982, negative
2.99176182067, 2.69338172676, negative
3.16048663094, 1.69065891824, negative
6.09026842887, 8.28950405764, negative
3.39958062442, 3.35818486599, negative
3.69972931332, 7.02508106757, negative
5.84628758434, 5.67618399306, negative
2.60749125472, 1.89151356083, negative
3.94071459166, 3.61936448992, negative
3.71673965781, 6.08953209107, negative
5.77367163915, 6.21693866656, negative
5.59988659478, 6.04670494789, negative
3.49711463243, 6.54250149182, negative
0.709325750538, 3.72610172067, negative
4.95282200748, 5.77803984499, negative
3.14021993031, 7.86644366873, negative
7.32990000254, 6.43187441862, negative
3.91020669054, 8.19227536769, negative
4.02409841183, 6.03578278663, negative
5.03633584818, 7.59041105866, negative
